name,group_name,score,ticker,inception_date,portfolio_date,equity_percentage,holdings
Nuveen Large Cap Growth Opps I,Large Growth,54.77,FIGWX,12/29/1992,6/30/2015,99.43,74
Nuveen Large Cap Select A,Large Blend,75.27,FLRAX,1/31/2003,6/30/2015,99.07,70
Nuveen Large-Cap Value A,Large Value,72.61,NNGAX,8/7/1996,6/30/2015,99.88,97
Nuveen Mid Cap Growth Opps I,Mid Growth,90.58,FISGX,12/28/1989,6/30/2015,98.72,89
Nuveen Mid Cap Index I,Mid Blend,75.77,FIMEX,11/4/1999,6/30/2015,92.57,402
Nuveen Mid Cap Value A,Mid Value,84.95,FASEX,12/22/1987,6/30/2015,98.25,73
Nuveen NWQ Large-Cap Value A,Large Value,73.47,NQCAX,12/15/2006,6/30/2015,99.2,51
Nuveen NWQ Multi-Cap Value I,Large Value,83.81,NQVRX,11/4/1997,6/30/2015,99.66,53
Nuveen NWQ Small/Mid-Cap Value A,Small Blend,96.94,NSMAX,12/15/2006,6/30/2015,97.49,46
Nuveen NWQ Small-Cap Value A,Small Blend,96.86,NSCAX,12/9/2004,6/30/2015,93.55,45
Nuveen Santa Barbara Dividend Growth A,Large Blend,76.76,NSBAX,3/28/2006,6/30/2015,97.22,42
Nuveen Small Cap Growth Opp A,Small Growth,87.8,FRMPX,8/1/1995,6/30/2015,96.05,85
Nuveen Small Cap Index I,Small Blend,38.71,ASETX,12/30/1998,6/30/2015,94.42,"1,973"
Nuveen Small Cap Select I,Small Growth,91.49,ARSTX,5/1/1992,6/30/2015,94.02,94
Nuveen Small Cap Value A,Small Blend,93.78,FSCAX,8/1/1994,6/30/2015,98.69,82
Nuveen Symphony Large-Cap Growth A,Large Growth,51.42,NCGAX,12/15/2006,6/30/2015,99.57,109
Nuveen Symphony Low Volatility Equity A,Large Blend,64.59,NOPAX,9/28/2007,6/30/2015,99.09,102
Nuveen Symphony Mid-Cap Core A,Mid Blend,86.75,NCCAX,5/31/2006,6/30/2015,99.51,117
Nuveen Symphony Small Cap Core A,Small Blend,93.34,NSSAX,12/10/2013,6/30/2015,98.77,108
Nuveen Tradewinds Value Opportunities A,Large Value,75.44,NVOAX,12/9/2004,6/30/2015,96.57,49
Nuveen Winslow Large-Cap Growth A,Large Growth,52.1,NWCAX,5/15/2009,6/30/2015,99.02,69
Nysa,Small Blend,99.65,NYSAX,5/12/1997,3/31/2015,99.09,25
Oak Ridge Dividend Growth A,Large Blend,75.68,ORDAX,6/28/2013,5/31/2015,97.41,29
Oak Ridge Growth Opportunity A,Mid Growth,96.91,OGOAX,6/28/2013,5/31/2015,97.02,44
Oak Ridge Large Cap Growth A,Large Growth,64.1,ORILX,3/1/1999,5/31/2015,98.83,49
Oak Ridge Small Cap Growth A,Small Growth,92.24,ORIGX,1/3/1994,5/31/2015,95.93,64
Oakmark I,Large Blend,72.91,OAKMX,8/5/1991,6/30/2015,93.52,63
Oakmark Select I,Large Blend,87.82,OAKLX,11/1/1996,6/30/2015,95.84,23
Oakseed Opportunity Institutional,Large Blend,85.51,SEDEX,12/31/2012,3/31/2015,77.14,34
Oberweis Emerging Growth,Small Growth,99.74,OBEGX,1/7/1987,3/31/2015,100.39,70
Oberweis Micro-Cap,Small Growth,98.19,OBMCX,12/29/1995,3/31/2015,98.16,70
Oberweis Small-Cap Opportunities,Small Growth,91.62,OBSOX,9/16/1996,3/31/2015,98.26,74
Olstein All Cap Value C,Large Blend,77.2,OFALX,9/21/1995,6/30/2015,95.99,105
Olstein Strategic Opportunities A,Small Blend,97.16,OFSAX,11/1/2006,6/30/2015,98.73,53
Oppenheimer Capital Appreciation A,Large Growth,68.23,OPTFX,1/22/1981,6/30/2015,99.29,72
Oppenheimer Discovery A,Small Growth,80.82,OPOCX,9/11/1986,6/30/2015,96.37,113
Oppenheimer Discovery Mid Cap Growth A,Mid Growth,91.44,OEGAX,11/1/2000,6/30/2015,97.42,88
Oppenheimer Dividend Opportunity A,Large Value,66.67,OSVAX,11/26/2002,6/30/2015,98.37,88
Oppenheimer Equity A,Large Growth,72.2,OEQAX,10/2/1947,6/30/2015,99.13,148
Oppenheimer Equity Income A,Large Value,66.86,OAEIX,2/13/1987,6/30/2015,84.8,285
Oppenheimer Main Street A,Large Blend,69.13,MSIGX,2/3/1988,6/30/2015,98.48,67
Oppenheimer Main Street Mid Cap A,Mid Blend,91.68,OPMSX,8/2/1999,6/30/2015,96.77,77
Oppenheimer Main Street Select A,Large Blend,85.5,OMSOX,9/25/2000,6/30/2015,98.24,35
Oppenheimer Main Street Small Cap A,Small Blend,91.64,OSCAX,5/17/2013,6/30/2015,96.92,99
Oppenheimer Rising Dividends A,Large Blend,58.99,OARDX,4/30/1980,6/30/2015,97.9,88
Oppenheimer Small & Mid Cap Value A,Mid Value,79.89,QVSCX,1/3/1989,6/30/2015,99.43,114
Oppenheimer Value A,Large Value,70.71,CGRWX,9/16/1985,6/30/2015,98.48,91
Optimum Large Cap Growth A,Large Growth,50.9,OALGX,8/1/2003,6/30/2015,97.35,185
Optimum Large Cap Value A,Large Blend,61.56,OALVX,8/1/2003,6/30/2015,97.2,129
Optimum Small-Mid Cap Growth A,Small Growth,79.12,OASGX,8/1/2003,6/30/2015,95.93,242
Optimum Small-Mid Cap Value A,Small Value,91.56,OASVX,8/1/2003,6/30/2015,89.89,161
O'Shaughnessy All Cap Core A,Large Blend,84.25,OFAAX,8/16/2010,6/30/2015,100,125
O'Shaughnessy Small/Mid Cap Growth I,Small Growth,93.34,OFMIX,8/16/2010,6/30/2015,100,198
Osterweis,Mid Blend,98.65,OSTFX,10/1/1993,6/30/2015,96.25,43
Osterweis Institutional Equity,Large Blend,93.66,OSTEX,7/31/2012,6/30/2015,97.34,42
PACE Large Co Growth Equity P,Large Growth,64.35,PCLCX,8/24/1995,4/30/2015,99.24,63
PACE Large Co Value Equity P,Large Value,76.32,PCLVX,8/24/1995,4/30/2015,97.57,179
PACE Small/Medium Co Growth Equity P,Small Growth,91.41,PCSGX,8/24/1995,4/30/2015,97.28,54
PACE Small/Medium Co Value Equity P,Small Blend,88.9,PCSVX,8/24/1995,4/30/2015,97.57,160
Pacific Advisors Large Cap Value A,Large Blend,66.57,PAGTX,5/3/1999,3/31/2015,99.88,39
Pacific Advisors Mid Cap Value A,Mid Blend,97.27,PAMVX,4/1/2002,3/31/2015,99.81,30
Pacific Advisors Small Cap Value A,Small Blend,99.36,PASMX,2/8/1993,3/31/2015,100,28
Panther Small Cap,Small Value,97.66,PCGSX,12/31/2014,5/31/2015,84.82,54
Papp Small & Mid-Cap Growth,Mid Growth,94.6,PAPPX,3/8/2010,6/30/2015,98.46,37
Paradigm Micro-Cap,Small Blend,99.39,PVIVX,12/31/2007,7/31/2015,97.56,46
Paradigm Opportunity,Small Blend,97.62,PFOPX,1/3/2005,7/31/2015,99.41,42
Paradigm Select,Small Blend,94.91,PFSLX,1/3/2005,7/31/2015,98.5,73
Paradigm Value,Small Blend,97.04,PVFAX,12/31/2002,7/31/2015,97.63,60
Parametric Dividend Income Institutional,Large Value,77.33,EIPDX,3/26/2014,6/30/2015,99.59,181
Parnassus,Large Growth,90.97,PARNX,12/27/1984,7/31/2015,99.21,41
Parnassus Core Equity Investor,Large Blend,86.05,PRBLX,8/31/1992,7/31/2015,96.49,41
Parnassus Endeavor Fund,Large Growth,93.07,PARWX,4/29/2005,7/31/2015,94.05,32
Parnassus Mid-Cap,Mid Blend,95.93,PARMX,4/29/2005,7/31/2015,97.66,49
Patriot A,Large Blend,78.2,TRFAX,3/1/2012,3/31/2015,95.99,41
Pax World Growth Individual Inv,Large Growth,66.18,PXWGX,6/11/1997,6/30/2015,96.45,73
Pax World Small Cap Institutional,Small Blend,97.95,PXSIX,3/27/2008,6/30/2015,94.11,53
Payden Equity Income,Large Value,62.86,PYVLX,11/1/1996,6/30/2015,95.85,74
Payson Total Return,Large Blend,68.83,PBFDX,11/25/1991,3/31/2015,99.31,40
Pear Tree Polaris Small Cap Ord,Small Growth,95.79,USBNX,8/3/1992,7/31/2015,98.79,67
Pear Tree Quality Ordinary,Large Blend,70.27,USBOX,5/6/1985,7/31/2015,99.95,83
Perkins Discovery,Small Growth,99.74,PDFDX,4/9/1998,6/30/2015,100,24
Perkins Large Cap Value A,Large Value,75.86,JAPAX,12/31/2008,6/30/2015,94.09,76
Perkins Mid Cap Value L,Mid Value,88.96,JMIVX,8/12/1998,6/30/2015,95.42,92
Perkins Select Value A,Mid Value,97.7,JVSAX,12/15/2011,6/30/2015,93.41,58
Perkins Small Cap Value L,Small Value,88.98,JSIVX,2/14/1985,6/30/2015,95.33,86
Permanent Portfolio Aggressive Growth,Large Growth,86.88,PAGRX,1/2/1990,7/31/2015,101.46,37
Perritt Low Priced Stock Investor,Small Blend,98.43,PLOWX,6/29/2012,6/30/2015,91.69,72
Perritt MicroCap Opportunities Investor,Small Blend,99.88,PRCGX,5/2/1988,6/30/2015,94.64,115
Perritt Ultra MicroCap,Small Value,100,PREOX,8/31/2004,6/30/2015,95.39,108
PF Comstock P,Large Value,68.25,[na],7/1/2010,7/31/2015,97.76,83
PF Growth P,Large Growth,48.23,[na],7/1/2010,7/31/2015,97.89,106
PF Large-Cap Growth P,Large Growth,65.2,[na],7/1/2010,7/31/2015,97.96,51
PF Large-Cap Value P,Large Value,73.77,[na],7/1/2010,7/31/2015,99.42,58
PF Main Street Core P,Large Blend,69.14,[na],7/1/2010,7/31/2015,98.31,67
PF Mid-Cap Equity P,Mid Blend,85.37,[na],7/1/2010,6/30/2015,97.78,121
PF Mid-Cap Growth P,Mid Growth,91.38,[na],7/1/2010,6/30/2015,97.63,72
PF Small-Cap Growth P,Small Growth,80.52,[na],7/1/2010,6/30/2015,98.49,122
PF Small-Cap Value P,Small Value,85.13,[na],7/1/2010,6/30/2015,96.64,98
Piedmont Select Equity,Large Growth,85.81,PSVFX,4/26/2005,6/30/2015,93.49,32
PIMCO RAE Fundamental PLUS A,Large Blend,100,PIXAX,6/30/2005,3/31/2015,100.72,920
PIMCO StocksPLUS Absolute Return Instl,Large Blend,100,PSPTX,6/28/2002,3/31/2015,102.02,642
PIMCO StocksPLUS Small Institutional,Small Blend,100,PSCSX,3/31/2006,3/31/2015,100.98,630
PIMCO US Dividend A,Large Value,78.54,PVDAX,12/15/2014,6/30/2015,98.09,39
Pin Oak Equity,Large Blend,90.51,POGSX,8/3/1992,6/30/2015,99.71,35
Pinnacle Value,Small Value,99.43,PVFIX,4/1/2003,3/31/2015,52.27,50
Pioneer A,Large Blend,64.84,PIODX,2/10/1928,6/30/2015,99.85,115
Pioneer Core Equity A,Large Blend,64.62,PIOTX,11/18/1999,6/30/2015,98.7,81
Pioneer Disciplined Growth A,Large Growth,67.43,PINDX,12/15/2005,6/30/2015,99.18,53
Pioneer Disciplined Value A,Large Value,72.04,CVFCX,12/15/2005,6/30/2015,99.33,49
Pioneer Equity Income A,Large Value,81.34,PEQIX,7/25/1990,6/30/2015,99.5,113
Pioneer Fundamental Growth A,Large Growth,64.13,PIGFX,8/22/2002,6/30/2015,98.03,40
Pioneer Mid Cap Value A,Mid Value,84.76,PCGRX,7/25/1990,6/30/2015,99.75,85
Pioneer Select Mid Cap Growth A,Mid Growth,90.4,PGOFX,6/30/1993,6/30/2015,98.9,146
Plumb Equity,Large Blend,84.1,PLBEX,5/24/2007,6/30/2015,97.74,38
PMC Diversified Equity,Large Blend,67.79,PMDEX,8/26/2009,6/30/2015,96.71,385
PNC Large Cap Core A,Large Blend,69.73,PLEAX,8/1/1997,7/31/2015,98.45,65
PNC Large Cap Growth I,Large Growth,73.09,PEWIX,12/20/1989,7/31/2015,98.14,67
PNC Large Cap Value I,Large Value,73.9,PLIVX,7/1/1994,7/31/2015,99.81,65
PNC Mid Cap A,Mid Growth,97.65,PMCAX,7/1/2002,7/31/2015,98.11,45
PNC Mid Cap Index I,Mid Blend,75.82,PMCIX,12/30/2013,7/31/2015,97.05,365
PNC Multi Factor Small Cap Core A,Small Growth,91.11,PLOAX,9/30/2005,6/30/2015,96.69,109
PNC Multi Factor Small Cap Gr A,Small Growth,82.82,PLWAX,9/30/2005,6/30/2015,96.77,115
PNC Multi Factor Small Cap Value I,Small Blend,92.78,PMUIX,7/26/1994,6/30/2015,98.51,119
PNC S&P 500 Index I,Large Blend,13.67,PSXIX,7/10/1998,7/31/2015,97.41,508
PNC Small Cap A,Small Growth,93.48,PPCAX,4/2/2004,6/30/2015,96.48,47
PNC Small Cap Index I,Small Blend,40.2,PISCX,12/30/2013,7/31/2015,99.66,"1,506"
Polen Growth Institutional,Large Growth,72.81,POLIX,9/15/2010,6/30/2015,94.11,24
Poplar Forest Outliers A,Mid Value,95.46,PFOFX,12/31/2014,3/31/2015,89.3,32
Poplar Forest Partners A,Large Value,84.95,PFPFX,12/31/2009,3/31/2015,94.69,40
Popular Core Equity A,Large Blend,39.82,POPCREQ,5/26/2005,3/31/2015,75.99,297
Port Street Quality Growth Institutional,Large Blend,80.48,PSQGX,3/31/2014,3/31/2015,52.83,29
Power Dividend Index A,Large Value,72.97,PWDAX,11/7/2013,3/31/2015,99.88,51
Praxis Growth Index A,Large Growth,48.6,MGNDX,5/1/2007,6/30/2015,99.07,201
Praxis Small Cap A,Small Growth,87.08,MMSCX,5/1/2007,6/30/2015,99.15,73
Praxis Value Index A,Large Value,59.2,MVIAX,5/1/2001,6/30/2015,99.12,234
Primary Trend,Large Value,74.39,PTFDX,9/15/1986,6/30/2015,86.12,26
PRIMECAP Odyssey Aggressive Growth,Mid Growth,95.82,POAGX,11/1/2004,6/30/2015,96,150
PRIMECAP Odyssey Growth,Large Growth,86.72,POGRX,11/1/2004,6/30/2015,93.77,130
PRIMECAP Odyssey Stock,Large Blend,73.64,POSKX,11/1/2004,6/30/2015,90.69,121
Principal Blue Chip Institutional,Large Growth,77.14,PBCKX,6/14/2012,6/30/2015,99.43,51
Principal Capital Appreciation A,Large Blend,59.72,CMNWX,11/24/1986,6/30/2015,97.7,146
Principal Equity Income A,Large Value,77.38,PQIAX,5/31/1939,6/30/2015,98.69,86
Principal Large Cap Growth II Inst,Large Growth,59.17,PPIIX,12/6/2000,6/30/2015,100.35,485
Principal Large Cap Growth R2,Large Growth,64.61,PCPPX,12/6/2000,6/30/2015,97.47,52
Principal Large Cap S&P 500 Index R2,Large Blend,13.6,PLFNX,12/6/2000,6/30/2015,99.66,505
Principal Large Cap Value III Inst,Large Value,64.71,PLVIX,12/6/2000,6/30/2015,99.93,522
Principal LargeCap Growth I Instl,Large Growth,61.78,PLGIX,12/6/2000,6/30/2015,99.54,501
Principal LargeCap Value R2,Large Value,63.09,PLVNX,12/6/2000,6/30/2015,98.62,66
Principal MidCap Growth III R2,Mid Growth,85.38,PPQNX,12/6/2000,6/30/2015,100.01,435
Principal MidCap Growth R2,Mid Growth,97.05,PGPPX,12/6/2000,6/30/2015,98.08,60
Principal MidCap R2,Mid Growth,87.76,PMBNX,12/6/2000,6/30/2015,99.79,100
Principal MidCap S&P 400 Index R2,Mid Blend,75.77,PMFNX,12/6/2000,6/30/2015,100.37,404
Principal MidCap Value I Inst,Mid Value,67.51,PVMIX,12/29/2003,6/30/2015,100.12,586
Principal MidCap Value III R2,Mid Value,76.65,PKPPX,12/6/2000,6/30/2015,100.01,480
Principal SmallCap Blend R2,Small Blend,90.16,PSBNX,12/6/2000,6/30/2015,98.27,174
Principal SmallCap Growth I Instl,Small Growth,72.11,PGRTX,12/6/2000,6/30/2015,100.08,"1,008"
Principal SmallCap S&P 600 Index R2,Small Blend,69.66,PSSNX,12/6/2000,6/30/2015,100.04,605
Principal SmallCap Value II Instl,Small Value,76.59,PPVIX,6/1/2004,6/30/2015,99.91,"1,530"
Principal Small-MidCap Dividend Inc A,Small Value,92.2,PMDAX,6/6/2011,6/30/2015,97.71,80
Private Capital Management Value I,Mid Blend,98.29,VFPIX,12/31/1986,3/31/2015,85.48,49
Profit,Large Growth,79.94,PVALX,11/15/1996,6/30/2015,96.83,46
ProFunds Large Cap Growth Inv,Large Growth,50.2,LGPIX,10/1/2002,4/30/2015,99.4,331
ProFunds Large Cap Value Inv,Large Value,49.8,LVPIX,10/1/2002,4/30/2015,100,361
ProFunds Mid Cap Growth Inv,Mid Growth,80.65,MGPIX,9/4/2001,4/30/2015,100,221
ProFunds Mid Cap Inv,Mid Blend,75.51,MDPIX,9/4/2001,4/30/2015,62.69,406
ProFunds Mid Cap Value Inv,Mid Value,80.62,MLPIX,9/4/2001,4/30/2015,100,304
ProFunds NASDAQ-100 Inv,Large Growth,50.8,OTPIX,8/7/2000,4/30/2015,45,113
ProFunds Small Cap Growth Inv,Small Growth,68.2,SGPIX,9/4/2001,4/30/2015,100,349
ProFunds Small Cap Inv,Small Blend,39.91,SLPIX,9/4/2001,4/30/2015,42.19,"1,281"
ProFunds Small Cap Value Inv,Small Value,79.54,SVPIX,9/4/2001,4/30/2015,99.5,460
Prospector Capital Appreciation,Large Value,87.14,PCAFX,9/28/2007,3/31/2015,69.46,75
Prospector Opportunity,Mid Value,96.34,POPFX,9/28/2007,3/31/2015,89.25,85
Provident Trust Strategy,Large Growth,84.39,PROVX,12/30/1986,6/30/2015,94.3,16
Prudential Defensive Equity A,Large Blend,21.7,PAMGX,11/18/1998,6/30/2015,95.15,505
Prudential Jennison 20/20 Focus A,Large Growth,67.7,PTWAX,7/1/1998,6/30/2015,99.77,47
Prudential Jennison Blend B,Large Growth,74.15,PBQFX,3/15/1982,6/30/2015,98.41,275
Prudential Jennison Conservative Gr A,Large Growth,66.49,TBDAX,11/3/1999,6/30/2015,99.22,91
Prudential Jennison Equity Income C,Large Blend,78.51,AGOCX,12/31/1997,6/30/2015,95.74,81
Prudential Jennison Equity Opportunity A,Large Blend,78.79,PJIAX,11/7/1996,6/30/2015,97.04,77
Prudential Jennison Growth A,Large Growth,52.5,PJFAX,11/2/1995,6/30/2015,99.64,69
Prudential Jennison Mid Cap Growth A,Mid Growth,89.77,PEEAX,12/31/1996,6/30/2015,97.05,97
Prudential Jennison Rising Dividend A,Large Blend,67.45,PJDAX,3/5/2014,6/30/2015,97.12,66
Prudential Jennison Select Growth A,Large Growth,57.71,SPFAX,6/1/2000,6/30/2015,99.81,44
Prudential Jennison Small Company B,Small Growth,86.1,CHNDX,11/13/1980,6/30/2015,95.72,130
Prudential Jennison Value B,Large Value,75.15,PBQIX,1/22/1987,6/30/2015,99.6,63
Prudential Large Cap Core Equity A,Large Blend,46.15,PTMAX,3/3/1999,6/30/2015,98.59,198
Prudential Mid-Cap Value C,Mid Value,61.49,NCBVX,8/19/1998,6/30/2015,97.96,174
Prudential Small Cap Value Z,Small Value,74.3,TASVX,1/5/1993,6/30/2015,99.2,412
Prudential Stock Index Z,Large Blend,13.56,PSIFX,11/5/1992,6/30/2015,97.51,507
Prudential Strategic Value A,Large Value,58.58,SUVAX,3/30/2001,6/30/2015,99.36,158
Putnam Capital Opportunities A,Small Blend,94.4,PCOAX,6/1/1998,6/30/2015,99.52,121
Putnam Capital Spectrum A,Large Blend,94.48,PVSAX,5/18/2009,6/30/2015,73.64,102
Putnam Equity Income A,Large Value,69.67,PEYAX,6/15/1977,6/30/2015,95.44,133
Putnam Equity Spectrum A,Mid Blend,101.53,PYSAX,5/18/2009,6/30/2015,85,47
Putnam Fund for Growth & Income A,Large Value,66.66,PGRWX,11/6/1957,6/30/2015,96.37,198
Putnam Growth Opportunities A,Large Growth,57.82,POGAX,10/2/1995,6/30/2015,97.64,142
Putnam Investors A,Large Blend,39.5,PINVX,12/1/1925,6/30/2015,98.09,255
Putnam Low Volatility Equity A,Large Blend,72.68,PLVEX,3/18/2013,6/30/2015,97.23,130
Putnam Multi-Cap Core A,Large Blend,53.67,PMYAX,9/24/2010,6/30/2015,97.39,374
Putnam Multi-Cap Growth A,Large Growth,64.46,PNOPX,8/31/1990,6/30/2015,97.55,177
Putnam Multi-Cap Value A,Mid Value,89.07,PMVAX,11/1/1999,6/30/2015,95.39,95
Putnam Research A,Large Blend,46.07,PNRAX,10/2/1995,6/30/2015,98.06,292
Putnam Small Cap Growth A,Small Growth,85.86,PNSAX,12/30/1997,6/30/2015,97.07,276
Putnam Small Cap Value A,Small Value,86.55,PSLAX,4/12/1999,6/30/2015,94.28,190
Putnam Strategic Volatility Equity A,Large Blend,72.69,PSVEX,3/18/2013,6/30/2015,95.21,129
Putnam Voyager A,Large Growth,62.13,PVOYX,4/1/1969,6/30/2015,95.31,202
Pzena Mid Cap Focused Value Instl,Mid Value,90.01,PZIMX,3/31/2014,6/30/2015,96.26,40
QS Batterymarch S&P 500 Index A,Large Blend,13.95,SBSPX,1/5/1998,6/30/2015,99.29,503
QS Batterymarch US Lg Cap Eq IS,Large Blend,49.16,LMISX,4/30/2008,6/30/2015,96.68,180
QS Batterymarch US Sm Cap Eq I,Small Blend,80.63,LMSIX,3/13/2000,6/30/2015,98.2,341
Quaker Mid-Cap Value A,Mid Value,86.4,QMCVX,12/31/1997,6/30/2015,100,59
Quaker Small-Cap Value A,Small Value,91.82,QUSVX,11/25/1996,6/30/2015,100,168
Quaker Strategic Growth A,Large Growth,69.79,QUAGX,11/25/1996,6/30/2015,100,62
Quantified All-Cap Equity Investor,Mid Blend,95.37,QACFX,8/9/2013,3/31/2015,77.44,131
Queens Road Small Cap Value,Small Value,94.2,QRSVX,6/13/2002,6/30/2015,75.08,43
Queens Road Value,Large Value,75,QRVLX,6/13/2002,6/30/2015,85.58,59
Rainier Large Cap Equity Original,Large Growth,59.08,RIMEX,5/10/1994,3/31/2015,96.41,57
Rainier Mid Cap Equity Institutional,Mid Growth,88.43,RAIMX,12/27/2005,3/31/2015,99.91,102
Rainier Small/Mid Cap Equity Original,Mid Growth,90.03,RIMSX,5/10/1994,3/31/2015,99.8,108
Ranger Small Cap Institutional,Small Growth,91.06,RFISX,9/29/2011,4/30/2015,96.5,53
RBC Enterprise A,Small Growth,98.34,TETAX,4/19/2004,3/31/2015,98.68,86
RBC Microcap Value I,Small Value,99.13,RMVIX,9/10/1987,3/31/2015,97.01,369
RBC Mid Cap Value I,Mid Value,87.91,RBMVX,12/30/2009,3/31/2015,97.02,75
RBC Small Cap Core I,Small Growth,95.18,RCSIX,8/5/1991,3/31/2015,98.6,79
RBC Small Cap Value I,Small Value,94.97,RSVIX,12/3/2014,3/31/2015,98.69,87
RBC SMID Cap Growth A,Mid Growth,93.42,TMCAX,6/1/1994,3/31/2015,98,80
Reinhart Mid Cap Private Market Val Adv,Mid Value,93.41,RPMVX,6/1/2012,5/31/2015,91.76,43
Reynolds Blue Chip Growth,Mid Growth,90.45,RBCGX,8/10/1988,6/30/2015,100,561
Rice Hall James Micro Cap Instl,Small Growth,99.42,RHJSX,7/1/1994,7/31/2015,94.41,79
Rice Hall James Small Cap Instl,Small Growth,95.02,RHJMX,11/1/1996,7/31/2015,96.71,58
Rice Hall James Smid Cap Inv,Mid Growth,93.27,RHJVX,7/30/2004,7/31/2015,97.5,44
RidgeWorth Aggressive Growth Stock A,Large Growth,83.91,SAGAX,2/23/2004,6/30/2015,99.15,38
RidgeWorth Large Cap Growth Stock A,Large Growth,59.65,STCIX,6/9/1992,6/30/2015,99.56,63
RidgeWorth Large Cap Value Equity I,Large Value,71.16,STVTX,2/12/1993,6/30/2015,97.46,60
RidgeWorth Mid-Cap Value Equity C,Mid Value,93.71,SMVFX,11/30/2001,6/30/2015,97.5,64
RidgeWorth Small Cap Growth Stock C,Small Growth,79.97,SSCFX,10/8/1998,6/30/2015,98.36,102
RidgeWorth Small Cap Value Equity I,Small Blend,93.57,SCETX,1/31/1997,6/30/2015,98.37,80
River Oak Discovery,Small Growth,98.58,RIVSX,6/30/2005,6/30/2015,97.5,38
Riverbridge Eco Leaders Institutional,Large Growth,92.58,RIVEX,12/31/2014,5/31/2015,98.88,50
Riverbridge Growth Institutional,Mid Growth,99.08,RIVBX,12/31/2012,5/31/2015,98.48,54
RiverNorth Equity Opportunity I,Large Blend,100,RNDIX,7/18/2012,3/31/2015,100.26,24
RiverPark Focused Value Institutional,Large Value,98.77,RFVIX,3/31/2015,7/31/2015,91.57,20
RiverPark Large Growth Institutional,Large Growth,69.93,RPXIX,9/30/2010,7/31/2015,99.31,41
RiverPark/Wedgewood Institutional,Large Growth,79.94,RWGIX,9/30/2010,7/31/2015,92.52,23
RNC Genter Dividend Income,Large Value,66.33,GDIIX,12/31/2008,4/30/2015,97.64,31
Rock Oak Core Growth,Large Growth,98.03,RCKSX,12/31/2004,6/30/2015,98.51,35
Roosevelt Multi-Cap,Large Growth,77.66,BULLX,12/21/2001,6/30/2015,98.23,52
Rothschild US Large-Cap Core Investor,Large Blend,60.64,RLBVX,12/31/2014,6/30/2015,95.99,73
Rothschild US Large-Cap Value Investor,Large Value,64.99,RLVVX,12/31/2014,6/30/2015,91.28,70
Rothschild US Small/Mid-Cap Core Instl,Mid Blend,87.95,RMDIX,12/31/2014,6/30/2015,88.42,144
Rothschild US Small-Cap Core Instl,Small Blend,86.18,RCCIX,12/31/2014,6/30/2015,87.17,150
Rothschild US Small-Cap Growth Investor,Small Growth,83.53,RCGVX,12/31/2014,6/30/2015,95.53,95
Rothschild US Small-Cap Value Instl,Small Value,87.83,RCVIX,12/31/2014,6/30/2015,91.79,126
Royce 100 Svc,Small Growth,96.76,RYOHX,6/30/2003,6/30/2015,96.73,81
Royce Dividend Value Svc,Small Blend,94.41,RYDVX,5/3/2004,6/30/2015,86.14,220
Royce Heritage Svc,Small Growth,95.95,RGFAX,12/27/1995,6/30/2015,81.52,143
Royce Low Priced Stock Svc,Small Blend,96.03,RYLPX,12/15/1993,6/30/2015,87.45,132
Royce Micro-Cap Discovery Svc,Small Blend,99.97,RYDFX,10/3/2003,6/30/2015,87.72,93
Royce Micro-Cap Invmt,Small Blend,99.27,RYOTX,12/31/1991,6/30/2015,90.26,195
Royce Micro-Cap Opportunity Invmt,Small Value,99.47,ROSFX,8/31/2010,6/30/2015,94.49,75
Royce Opportunity Invmt,Small Value,89.17,RYPNX,11/19/1996,6/30/2015,94.85,275
Royce Pennsylvania Mutual Invmt,Small Growth,88.39,PENNX,10/31/1972,6/30/2015,93.34,373
Royce Premier Invmt,Mid Growth,97.92,RYPRX,12/31/1991,6/30/2015,89.21,60
Royce Select I Invmt,Small Blend,95.63,RYSFX,11/18/1998,6/30/2015,92.58,71
Royce Small-Cap Value Service,Small Value,96.25,RYVFX,6/14/2001,6/30/2015,97.97,65
Royce Smaller-Companies Growth Svc,Small Growth,90.66,RYVPX,6/14/2001,6/30/2015,91.95,91
Royce Special Equity Invmt,Small Blend,97.64,RYSEX,5/1/1998,6/30/2015,90.95,45
Royce Special Equity Multi-Cap Service,Large Blend,89.75,RSEMX,12/31/2010,6/30/2015,95.1,27
Royce Total Return Invmt,Small Blend,87.52,RYTRX,12/15/1993,6/30/2015,94.4,335
RS Growth A,Large Growth,73.59,RSGRX,5/12/1992,6/30/2015,99.33,43
RS Investors A,Mid Blend,98.19,RSINX,11/15/2005,6/30/2015,98.69,27
RS Large Cap Alpha A,Large Blend,80.24,GPAFX,6/1/1972,6/30/2015,98.64,37
RS Mid Cap Growth A,Mid Growth,93.27,RSMOX,7/12/1995,6/30/2015,97.02,66
RS Partners A,Small Blend,94.52,RSPFX,7/12/1995,6/30/2015,96.95,58
RS Select Growth A,Small Growth,91.25,RSDGX,8/1/1996,6/30/2015,98.78,60
RS Small Cap Equity A,Small Growth,87.9,GPSCX,5/1/1997,6/30/2015,97.88,90
RS Small Cap Growth A,Small Growth,87.9,RSEGX,11/30/1987,6/30/2015,96.93,90
RS Value A,Mid Blend,93.31,RSVAX,6/30/1993,6/30/2015,96.64,56
